Russia  1 Azat Garaev 14 59,4 1,919 34,05 0,936 70 1,633 37,7 -0,257 4,231 1,315 31,75 25,75 57,5 1,948 3,262 82,62 14 Gold
Iran  4 Nikan Amirkhani 15 63,6 2,255 31 0,684 84,8 2,701 75 1,280 6,920 2,150 22 26,75 48,8 1,063 3,213 82,13 15 Gold
United Kingdom  2 Patrick Thomas Norcliffe Mccubbin 16 42,9 0,601 42,55 1,636 64,9 1,266 56,1 0,501 4,004 1,244 31,75 25,25 57,0 1,897 3,141 81,41 16 Gold
Singapore  4 Wei Jun Justin Ng 17 56,25 1,667 26,825 0,340 61,15 0,995 84,2 1,659 4,662 1,448 26,75 27,75 54,5 1,645 3,093 80,93 17 Gold
South Korea  1 Seunghyun Park 18 55,75 1,627 41,9 1,582 68,2 1,504 74,75 1,270 5,983 1,859 24,75 25,25 50,0 1,190 3,048 80,48 18 Gold
Vietnam  4 Hoang Minh Trung 19 50,4 1,200 36,575 1,144 55,5 0,588 37,85 -0,250 2,681 0,833 25 34 59,0 2,100 2,932 79,32 19 Gold
United Kingdom  1 Rebecca Jane Marrow 20 55,9 1,639 40,45 1,463 59,7 0,891 83,75 1,641 5,633 1,750 25,25 24 49,3 1,114 2,864 78,64 20 Gold
Singapore  3 Xu Rui Isaac Chan 21 52,6 1,376 37,5 1,220 66,7 1,395 82,35 1,583 5,574 1,732 24,75 24,5 49,3 1,114 2,845 78,45 21 Gold
Switzerland  2 Jana Katharina Meier 22 57,5 1,767 59,525 3,035 58,3 0,790 82,55 1,591 7,183 2,231 23,25 21 44,3 0,608 2,840 78,40 22 Gold
United Kingdom  4 Brandon Trevor Tang 23 46 0,848 39,5 1,385 61,65 1,031 84,8 1,684 4,948 1,537 23,25 27,75 51,0 1,291 2,828 78,28 23 Gold
Chinese Taipei (Taiwan)  1 Geng-Yu Shen 24 56,9 1,719 46 1,920 60,4 0,941 80,95 1,525 6,106 1,897 21,25 25,75 47,0 0,886 2,783 77,83 24 Gold
Turkey  2 Ismail Hakki Dur 25 53,3 1,432 37,76 1,241 59,25 0,858 72,1 1,161 4,692 1,458 27 23,5 50,5 1,240 2,698 76,98 25 Gold
Germany  2 Paul Bunk 26 51,4 1,280 39,07 1,349 59,75 0,894 45,85 0,079 3,602 1,119 25,5 28 53,5 1,543 2,663 76,63 26 Gold
Russia  2 Danil Afonin 27 51,7 1,304 17,76 -0,407 59,3 0,862 19,9 -0,990 0,769 0,239 32,5 29,5 62,0 2,403 2,642 76,42 27 Gold
South Korea  3 Jonghan Park 28 39,4 0,321 40,05 1,430 60,2 0,927 79,85 1,480 4,158 1,292 27,75 23,5 51,3 1,316 2,608 76,08 28 Gold
South Korea  2 Jaewon Lee 29 31,5 -0,310 35,225 1,032 55,15 0,562 83,2 1,618 2,902 0,902 26,75 28,25 55,0 1,695 2,597 75,97 29 Gold
India  1 Kunjal Parnami 30 42,5 0,569 32,925 0,843 48,4 0,076 78,45 1,422 2,909 0,904 30,25 24 54,3 1,619 2,523 75,23 30 Silver
Iran  1 Sara - Mohammadi 31 50,9 1,240 35,02 1,015 56,95 0,692 73,9 1,235 4,182 1,299 24,25 25,75 50,0 1,190 2,489 74,89 31 Silver
Czech  1 Vojtech Broz 32 58,7 1,863 22,375 -0,027 50,7 0,242 51,95 0,330 2,408 0,748 29,75 25,5 55,3 1,720 2,469 74,69 32 Silver
Indonesia  3 Samuel Kevin Pasaribu 33 40 0,369 49,55 2,213 49,4 0,148 54,95 0,454 3,184 0,989 25,25 27,5 52,8 1,468 2,457 74,57 33 Silver
Indonesia  2 Syailendra Karuna Sugito 34 50,1 1,176 42,58 1,639 50,65 0,238 78,75 1,435 4,487 1,394 23,5 25 48,5 1,038 2,432 74,32 34 Silver
South Korea  4 Junyoung Eugene Byeon 35 50,6 1,216 26,23 0,291 55,05 0,555 74,1 1,243 3,305 1,027 26,75 25 51,8 1,366 2,393 73,93 35 Silver
Thailand  1 Paris Nilthalak 36 46,2 0,864 31,02 0,686 71,4 1,734 42 -0,079 3,205 0,996 22,5 28,75 51,3 1,316 2,312 73,12 36 Silver
India  2 Stuti Khandwala 37 45,5 0,808 38,1 1,269 76,05 2,070 31,25 -0,522 3,625 1,126 25,25 23 48,3 1,013 2,139 71,39 37 Silver
India  4 Vishwesh Bharadiya 38 46,9 0,920 42,55 1,636 52,8 0,393 24,55 -0,798 2,151 0,668 25,75 27 52,8 1,468 2,136 71,36 38 Silver
Indonesia  1 Aditya David Wirawan 39 49,5 1,128 38,6 1,311 54,45 0,512 67,45 0,969 3,919 1,218 23 24,25 47,3 0,911 2,129 71,29 39 Silver
Russia  4 Irina Iarutich 40 58,5 1,847 32,68 0,823 45,25 -0,152 71,4 1,132 3,650 1,134 23,5 24,5 48,0 0,987 2,121 71,21 40 Silver
Germany  1 Ederer Bruno 41 62,4 2,159 26,9 0,346 43,6 -0,271 51,95 0,330 2,565 0,797 27 24,25 51,3 1,316 2,113 71,13 41 Silver
Thailand  4 Rujeerada Wirojjananuwat 42 45 0,768 30,9 0,676 61,15 0,995 48,5 0,188 2,628 0,816 25,25 24,75 50,0 1,190 2,006 70,06 42 Silver
Hungary  2 Peter Vizkeleti 43 38,5 0,249 20,27 -0,200 55,65 0,599 62,25 0,755 1,402 0,436 24,5 29 53,5 1,543 1,979 69,79 43 Silver
Turkey  3 Fatih Ozlugedik 44 48,6 1,056 33,05 0,853 31 -1,179 50,55 0,273 1,003 0,311 24,5 28,5 53,0 1,493 1,804 68,04 44 Silver
Australia  1 Li-Shan Chen 45 34,75 -0,051 44,18 1,770 64,7 1,251 79 1,445 4,416 1,372 21,25 20,75 42,0 0,381 1,752 67,52 45 Silver
Hungary  1 Peter Otott 46 55,6 1,615 44,78 1,820 48,75 0,101 84,45 1,669 5,205 1,617 18,5 21 39,5 0,128 1,745 67,45 46 Silver
Czech  3 Jiri Janousek 47 64 2,287 22,825 0,010 50,1 0,198 41,5 -0,100 2,395 0,744 26 22 48,0 0,987 1,731 67,31 47 Silver
Thailand  2 Thitiwat Asavalertpalakorn 48 51 1,248 37,68 1,235 65,05 1,276 37 -0,285 3,474 1,079 20,25 24,25 44,5 0,633 1,712 67,12 48 Silver
Japan  2 Shigetaka Toba 49 44,5 0,728 18,05 -0,383 71,1 1,713 86 1,733 3,791 1,178 24 19,5 43,5 0,532 1,710 67,10 49 Silver
Thailand  3 Niravit Chavanachinda 50 52,4 1,360 24,34 0,135 44,8 -0,184 52,5 0,353 1,664 0,517 22,25 27,5 49,8 1,164 1,681 66,81 50 Silver
Singapore  2 Jia Xin Ong 51 49,8 1,152 20,85 -0,152 65,3 1,295 67,6 0,975 3,269 1,016 21,5 23 44,5 0,633 1,649 66,49 51 Silver
Estonia 4 Martin Rahe 52 45 0,768 37,02 1,180 66,4 1,374 47,1 0,131 3,453 1,073 25,75 18 43,8 0,558 1,630 66,30 52 Silver
India  3 Shaswat Jain 53 38 0,209 43,45 1,710 63 1,129 73,3 1,210 4,258 1,323 23,75 17,25 41,0 0,279 1,602 66,02 53 Silver
Lithuania  4 Paulius Valiukevicius 54 36,5 0,089 23,95 0,103 52,3 0,357 92 1,980 2,530 0,786 24,75 21,5 46,3 0,810 1,596 65,96 54 Silver
Ukraine  3 Lada Isakova 55 31,5 -0,310 30,41 0,636 45,6 -0,126 66,05 0,911 1,110 0,345 24,5 25,5 50,0 1,190 1,534 65,34 55 Silver
Hungary  4 Kinga Tomcsanyi 56 41,4 0,481 34,45 0,969 62,6 1,100 69,6 1,058 3,607 1,120 19,5 22,5 42,0 0,381 1,501 65,01 56 Silver
Denmark  1 Andreas Sixten Hallstein Rygaard 57 37 0,129 30,45 0,639 51,6 0,306 75,7 1,309 2,383 0,740 23,25 22,5 45,8 0,760 1,500 65,00 57 Silver
Philippines  1 Gabrielle Erwin Gemeniano Awitan 58 39,5 0,329 29,85 0,589 61,3 1,006 80,7 1,515 3,439 1,068 20,5 22 42,5 0,431 1,500 65,00 58 Silver
Czech  2 Lukas Fiedler 59 45 0,768 46,77 1,984 51,7 0,314 47,55 0,149 3,215 0,999 22,75 20 42,8 0,456 1,455 64,55 59 Silver
Czech  4 Jonas Vlasak 60 51,75 1,308 40,8 1,492 49,05 0,123 48,2 0,176 3,098 0,962 20 22,75 42,8 0,456 1,419 64,19 60 Silver
Japan  1 Kiyoshi Ishida 61 31,5 -0,310 36,45 1,133 52,75 0,389 73,95 1,237 2,449 0,761 23,25 21,25 44,5 0,633 1,394 63,94 61 Silver
United Kingdom  3 Amir Guppy 62 47,9 1,000 24,5 0,149 64,75 1,255 82,95 1,608 4,011 1,246 21,25 18,25 39,5 0,128 1,374 63,74 62 Silver
Netherlands  3 Ward De Ridder 63 28,9 -0,518 23,2 0,041 56,75 0,678 49,2 0,217 0,418 0,130 27,25 23,25 50,5 1,240 1,370 63,70 63 Silver
Estonia 2 Kirke Joamets 64 35 -0,031 24,65 0,161 67,75 1,471 72,3 1,169 2,770 0,861 19,5 23,75 43,3 0,507 1,368 63,68 64 Silver
Kazakhstan  4 Amanzhol Kuantay 65 26 -0,750 28,555 0,483 58,45 0,800 75,95 1,319 1,853 0,576 24 22 46,0 0,785 1,361 63,61 65 Silver
Romania  4 Mitrofan Andrei 66 45,5 0,808 24,6 0,157 55,1 0,559 87,2 1,783 3,307 1,027 19,5 22 41,5 0,330 1,357 63,57 66 Silver
Vietnam  2 Hoang Van Dong 67 35,65 0,021 31,03 0,687 36,6 -0,775 38,2 -0,236 -0,303 -0,094 29,25 23,25 52,5 1,442 1,348 63,48 67 Silver
IBO 2018 Ranking 1"
"Practicals Theory Combined Scaled
Code Name Rank P1 animal t(P1) P2 plant t(P2) P3 evolution t(P3) P4 biochem t(P4) t-sum t(t-sum) T1 T2 Tsum t(Tsum) t-final score Rank Award
Australia  3 Jessica Marjorie Law 68 41,9 0,521 36,23 1,115 79,45 2,315 74,85 1,274 5,225 1,623 18,25 16,25 34,5 -0,378 1,245 62,45 68 Silver
Kazakhstan  1 Kairat Albakov 69 43,1 0,617 42,75 1,653 59,05 0,844 50 0,250 3,363 1,045 22,5 17,5 40,0 0,178 1,223 62,23 69 Silver
Estonia  1 Meeri Jyrgenson 70 55,5 1,607 17,25 -0,449 63,7 1,179 51,85 0,326 2,664 0,828 21,5 20,25 41,8 0,355 1,183 61,83 70 Silver
Lithuania  3 Pavel Loginovic 71 48 1,008 26,6 0,322 37,4 -0,718 33,6 -0,425 0,186 0,058 23,5 25,5 49,0 1,088 1,146 61,46 71 Silver
Indonesia  4 Silingga Metta Jauhari 72 38,5 0,249 34,85 1,001 49,5 0,155 63 0,786 2,191 0,681 18,5 24,25 42,8 0,456 1,137 61,37 72 Silver
Poland  2 Kacper Ludwig 73 39 0,289 21,3 -0,115 38 -0,674 36,6 -0,302 -0,803 -0,249 26,75 24,75 51,5 1,341 1,092 60,92 73 Silver
Bulgaria  4 Zdravko Plamenov Ivanov 74 59,25 1,907 15,25 -0,614 58,65 0,815 67,7 0,979 3,087 0,959 18 21,25 39,3 0,102 1,062 60,62 74 Silver
Poland  3 Jaromir Bartosz Tomasik 75 45,5 0,808 25,9 0,264 49,2 0,133 39,25 -0,193 1,013 0,315 23,75 21 44,8 0,659 0,973 59,73 75 Silver
Italy  3 Mattia Biavati 76 26 -0,750 45,25 1,859 52,1 0,342 38,3 -0,232 1,219 0,379 21,5 22,25 43,8 0,558 0,936 59,36 76 Silver
Germany  3 Kieran Elias Didi 77 35 -0,031 28,98 0,518 56,5 0,660 53,55 0,396 1,543 0,479 24,75 18 42,8 0,456 0,936 59,36 77 Silver
Netherlands  4 Yelle Tanesha 78 32,9 -0,198 17,4 -0,437 49 0,119 70,5 1,095 0,579 0,180 20,75 24,5 45,3 0,709 0,889 58,89 78 Silver
Latvia  3 Arturs Sokolovskis 79 28,65 -0,538 40,58 1,474 45,6 -0,126 77,7 1,391 2,201 0,684 16 24,25 40,3 0,204 0,887 58,87 79 Silver
Netherlands  2 Tim Van Dijk 80 50,95 1,244 21,7 -0,082 65,5 1,309 34,95 -0,370 2,101 0,653 22,25 18,25 40,5 0,229 0,881 58,81 80 Silver
Portugal  4 Marco Antonio Ribeiro 81 35,9 0,041 35,45 1,051 48,8 0,104 76,3 1,334 2,530 0,786 19,25 19,75 39,0 0,077 0,863 58,63 81 Silver
Croatia  1 Luka Bulic Braculj 82 34,5 -0,071 37,155 1,191 64,1 1,208 25,3 -0,767 1,561 0,485 23,75 18 41,8 0,355 0,840 58,40 82 Silver
Belarus  4 Yana Barysovich 83 34 -0,111 22,7 0,000 42,35 -0,361 50,85 0,285 -0,186 -0,058 28 19 47,0 0,886 0,828 58,28 83 Bronze
Belarus  2 Darya Pisetskaya 84 53,9 1,480 22,92 0,018 46,1 -0,090 22,95 -0,864 0,543 0,169 21,5 23,25 44,8 0,659 0,827 58,27 84 Bronze
Latvia  1 Stanislavs Kurass 85 33,2 -0,174 28,95 0,515 46,3 -0,076 36,45 -0,308 -0,043 -0,013 20,5 26 46,5 0,836 0,822 58,22 85 Bronze
Hungary  3 Daniel Boros 86 35,65 0,021 15,5 -0,593 60,15 0,923 33,15 -0,444 -0,093 -0,029 22,25 24,25 46,5 0,836 0,807 58,07 86 Bronze
Argentina  1 Maribel Gandara 87 33,9 -0,119 28,865 0,508 58,4 0,797 41,95 -0,081 1,105 0,343 25 17,75 42,8 0,456 0,800 58,00 87 Bronze
Iran  3 Mahdi Masrour 88 46,6 0,896 41,85 1,578 45 -0,170 47,25 0,137 2,442 0,759 19,75 18,5 38,3 0,001 0,760 57,60 88 Bronze
Australia  2 Luke Oscar Hemmingsen 89 39,9 0,361 17,85 -0,400 71,75 1,760 66,8 0,942 2,663 0,827 21,75 15,75 37,5 -0,074 0,753 57,53 89 Bronze
Sweden  2 Alexandru Golic 90 31 -0,350 4,125 -1,531 65,5 1,309 43,7 -0,009 -0,581 -0,181 22,75 24,5 47,3 0,911 0,731 57,31 90 Bronze
Poland  1 Jaromir Jan Hunia 91 37,5 0,169 21,02 -0,138 56,2 0,638 48,8 0,201 0,870 0,270 21,5 21,25 42,8 0,456 0,727 57,27 91 Bronze
Turkey  1 Birnur Sinem Karaoglan 92 40 0,369 9,975 -1,048 50,95 0,260 88,75 1,847 1,426 0,443 17 24 41,0 0,279 0,723 57,23 92 Bronze
Belarus  3 Maksim Kastsou 93 25,5 -0,790 33,18 0,864 56,1 0,631 76,85 1,356 2,061 0,640 16,5 22,5 39,0 0,077 0,718 57,18 93 Bronze
Ukraine  2 Roman Trokhymchuk 94 46,75 0,908 20,725 -0,163 36,1 -0,811 29,75 -0,584 -0,650 -0,202 21,75 25,5 47,3 0,911 0,710 57,10 94 Bronze
Lithuania  2 Urte Beatrice Baublyte 95 33,8 -0,127 25,55 0,235 59,15 0,851 44,3 0,015 0,975 0,303 22,75 19,5 42,3 0,406 0,709 57,09 95 Bronze
Ukraine  1 Vladyslav Yevtushok 96 56,5 1,687 23,55 0,070 42,6 -0,343 40,4 -0,145 1,269 0,394 22,25 19 41,3 0,305 0,699 56,99 96 Bronze
Finland  4 Leevi Oskari Kaukonen 97 45,25 0,788 24,53 0,151 40,1 -0,523 79,05 1,447 1,863 0,579 18,75 20,5 39,3 0,102 0,681 56,81 97 Bronze
Japan  3 Masumi Suzuki 98 34,1 -0,103 17,25 -0,449 57,65 0,743 60,7 0,691 0,882 0,274 22,75 19 41,8 0,355 0,629 56,29 98 Bronze
Spain  3 Elisa Maranon Pinero 99 42,6 0,577 28,125 0,447 48,6 0,090 27,35 -0,683 0,431 0,134 23 19,5 42,5 0,431 0,565 55,65 99 Bronze
Bangladesh  3 Auddithio Nag 100 44 0,688 13,25 -0,779 71,35 1,731 26,3 -0,726 0,915 0,284 22,25 18,75 41,0 0,279 0,564 55,64 100 Bronze
Italy  2 Matilde Callegarin 101 41,4 0,481 18,83 -0,319 62,45 1,089 39,5 -0,182 1,069 0,332 23,25 17,25 40,5 0,229 0,561 55,61 101 Bronze
Denmark  4 Claudia Charlott Lassen 102 41 0,449 33,2 0,866 54,8 0,537 71,95 1,154 3,006 0,934 17,75 16,75 34,5 -0,378 0,556 55,56 102 Bronze
Belarus  1 Kseniya Patseyeva 103 48,2 1,024 27,52 0,397 39,5 -0,566 84,55 1,673 2,529 0,786 20,75 15 35,8 -0,251 0,534 55,34 103 Bronze
Switzerland  4 Henry Felix Stewart Wetton 104 34 -0,111 30,68 0,658 59,95 0,909 44 0,003 1,459 0,453 18,25 20,75 39,0 0,077 0,530 55,30 104 Bronze
Canada  3 Ruiyang (Michelle) Guo 105 30 -0,430 15,1 -0,626 48,4 0,076 35,35 -0,353 -1,334 -0,414 27,5 20 47,5 0,937 0,522 55,22 105 Bronze
Switzerland  1 Florin Robert Kalberer 106 31 -0,350 22,35 -0,029 45,15 -0,159 53,1 0,378 -0,160 -0,050 20,75 23 43,8 0,558 0,508 55,08 106 Bronze
Bulgaria  1 Ivan Georgiev 107 31,5 -0,310 28,8 0,503 56,7 0,674 34,65 -0,382 0,485 0,151 21,25 20,25 41,5 0,330 0,481 54,81 107 Bronze
Finland  3 Anni Matilda Kauniskangas 108 37,2 0,145 19,65 -0,251 53,9 0,472 33,45 -0,432 -0,065 -0,020 24,5 18,5 43,0 0,482 0,461 54,61 108 Bronze
Sri Lanka  2 Shakthi Sulakkana Senarathne 109 39,7 0,345 26,48 0,312 56,95 0,692 34,7 -0,380 0,969 0,301 20,25 19,5 39,8 0,153 0,454 54,54 109 Bronze
Slovakia  1 Dominik Kopcak 110 32 -0,270 22,77 0,006 54,1 0,487 53,4 0,390 0,613 0,190 20,25 20,5 40,8 0,254 0,444 54,44 110 Bronze
Spain  4 Joan Escriva Font 111 54 1,488 20,45 -0,185 48,15 0,058 46,95 0,125 1,484 0,461 17,5 20,25 37,8 -0,049 0,412 54,12 111 Bronze
Italy  1 Alessandro Rosa 112 33,1 -0,182 25,355 0,219 47,8 0,032 42,7 -0,051 0,018 0,006 19,75 22,25 42,0 0,381 0,386 53,86 112 Bronze
Romania  3 Gabroveanu Elena Diana 113 31,3 -0,326 38,87 1,333 48,85 0,108 84,1 1,655 2,770 0,860 17,25 16,25 33,5 -0,479 0,381 53,81 113 Bronze
Slovenia  1 Bor Krajnik 114 26,5 -0,710 31,59 0,733 51,35 0,288 41,45 -0,102 0,209 0,065 24,5 16,5 41,0 0,279 0,344 53,44 114 Bronze
Canada  1 Purab Patel 115 28,5 -0,550 22 -0,058 59,25 0,858 42,5 -0,059 0,192 0,060 17 23,75 40,8 0,254 0,314 53,14 115 Bronze
Netherlands  1 Emin Araftpoor 116 36,4 0,081 17,425 -0,435 62,35 1,082 42,55 -0,057 0,672 0,209 19,5 19,5 39,0 0,077 0,286 52,86 116 Bronze
Finland  2 Juuso Osmo Mikael Huhtivuo 117 42,4 0,561 27,025 0,357 54,15 0,490 31,5 -0,512 0,896 0,278 23,5 14,75 38,3 0,001 0,280 52,80 117 Bronze
Bulgaria  3 Viktor Valyov Georgiev 118 42 0,529 11,26 -0,943 63 1,129 35,2 -0,360 0,355 0,110 25,25 14,25 39,5 0,128 0,238 52,38 118 Bronze
Portugal  1 Joao Sousa 119 32,75 -0,210 16,525 -0,509 49,5 0,155 78,75 1,435 0,870 0,270 21,25 16,25 37,5 -0,074 0,196 51,96 119 Bronze
Brazil  1 Samuel Maia De Carvalho 120 32,2 -0,254 25,405 0,223 46,1 -0,090 28,75 -0,625 -0,747 -0,232 20,5 21,75 42,3 0,406 0,174 51,74 120 Bronze
Slovenia  4 Tim Zaversek 121 38,25 0,229 21,1 -0,132 56,5 0,660 62,3 0,757 1,514 0,470 19,5 15,75 35,3 -0,302 0,168 51,68 121 Bronze
Bulgaria  2 Vanya Ivanova Milanova 122 51,8 1,312 40,28 1,449 45,95 -0,101 44,85 0,038 2,698 0,838 19 12,5 31,5 -0,681 0,157 51,57 122 Bronze
Slovakia 3 Oliver Sporka 123 44,9 0,760 14,6 -0,667 40,35 -0,505 22,55 -0,881 -1,293 -0,402 22,75 20,75 43,5 0,532 0,131 51,31 123 Bronze
Estonia 3 Anna Pauliina Rumm 124 27,7 -0,614 12,37 -0,851 57,2 0,710 83,05 1,612 0,857 0,266 20,25 16,5 36,8 -0,150 0,116 51,16 124 Bronze
Canada  2 Ze Jia (Frank) Chen 125 33,5 -0,150 25,2 0,206 60,9 0,977 54,75 0,446 1,479 0,459 17 17,75 34,8 -0,353 0,107 51,07 125 Bronze
Kazakhstan  3 Selimzhan Chalyshkan 126 36 0,049 26,52 0,315 51,65 0,310 31,7 -0,504 0,171 0,053 19,25 19,5 38,8 0,052 0,105 51,05 126 Bronze
Luxembourg  4 Maxime Marc Theisen 127 37,6 0,177 29,8 0,585 32,7 -1,057 56,35 0,512 0,217 0,068 19,5 19 38,5 0,027 0,094 50,94 127 Bronze
Cyprus  1 Avgoustinos Ioannou 128 32,85 -0,202 34,65 0,985 61,4 1,013 33 -0,450 1,346 0,418 16,5 18 34,5 -0,378 0,040 50,40 128 Bronze
Romania  1 Alda Silvia 129 38,4 0,241 17,925 -0,393 27,9 -1,403 22,9 -0,866 -2,421 -0,752 25,25 20,75 46,0 0,785 0,033 50,33 129 Bronze
Philippines  4 Nathan Ross Baoy Bantayan 130 45,3 0,792 8 -1,211 70 1,633 42,45 -0,061 1,154 0,358 17,75 17,25 35,0 -0,327 0,031 50,31 130 Bronze
Denmark  3 Mikkel Chuyi Yang 131 39,4 0,321 37,425 1,214 50,6 0,234 33,3 -0,438 1,331 0,414 16,25 18 34,3 -0,403 0,010 50,10 131 Bronze
Slovakia 2 Simon Benjamin Spanyi 132 36,5 0,089 19,17 -0,291 53,8 0,465 39 -0,203 0,061 0,019 18,5 19,5 38,0 -0,024 -0,005 49,95 132 Bronze
Syria  3 Abdullah Moustafa Bannan 133 52,4 1,360 16,55 -0,507 31,85 -1,118 61,95 0,742 0,477 0,148 18,25 18 36,3 -0,201 -0,053 49,47 133 Bronze
Lithuania  1 Vakare Barbora Kucinskaite 134 54,6 1,535 21,2 -0,123 37,8 -0,689 33,2 -0,442 0,281 0,087 18,5 18,25 36,8 -0,150 -0,063 49,37 134 Bronze
Brazil  2 Julia Alexsandra Galiza Soares 135 49,6 1,136 17,025 -0,467 42,4 -0,357 40,2 -0,154 0,158 0,049 18,75 18,25 37,0 -0,125 -0,076 49,24 135 Bronze
IBO 2018 Ranking 2"
"Practicals Theory Combined Scaled
Code Name Rank P1 animal t(P1) P2 plant t(P2) P3 evolution t(P3) P4 biochem t(P4) t-sum t(t-sum) T1 T2 Tsum t(Tsum) t-final score Rank Award
Spain  1 Felix Haba Redondo 136 29,3 -0,486 22,35 -0,029 60,1 0,919 53 0,374 0,778 0,242 15,75 19,25 35,0 -0,327 -0,085 49,15 136 Bronze
Syria  2 Hani George Nassour 137 37,8 0,193 14 -0,717 36,45 -0,786 48,45 0,186 -1,124 -0,349 22 18,5 40,5 0,229 -0,120 48,80 137 Bronze
Romania  2 Mekdad Magdy 138 39,1 0,297 16,07 -0,546 47,15 -0,015 43,5 -0,018 -0,281 -0,087 18 19,75 37,8 -0,049 -0,137 48,63 138 Bronze
Moldova 3 Andreea Jitaru 139 31,9 -0,278 16,25 -0,531 54,3 0,501 59,95 0,660 0,352 0,109 18,25 16,75 35,0 -0,327 -0,218 47,82 139 Bronze
Greece  2 Aristotelis Anastopoulos 140 48 1,008 27,05 0,359 39,05 -0,599 23,75 -0,831 -0,063 -0,020 19,25 16,75 36,0 -0,226 -0,246 47,54 140 Bronze
Turkey  4 Muhammet Usame Avci 141 47,7 0,984 10,75 -0,985 43,5 -0,278 74,3 1,251 0,973 0,302 16,75 15,5 32,3 -0,605 -0,303 46,97 141 Bronze
Georgia  2 Anna Toidze 142 17 -1,469 13,33 -0,772 45,7 -0,119 38,7 -0,215 -2,575 -0,800 22 20,75 42,8 0,456 -0,344 46,56 142 Bronze
Argentina  4 Violeta Sampedro 143 30,5 -0,390 5,7 -1,401 44,45 -0,209 47,5 0,147 -1,853 -0,576 19,5 21 40,5 0,229 -0,347 46,53 143 Bronze
Slovakia 4 Jana Hennelova 144 32,9 -0,198 10,35 -1,018 42,2 -0,372 75,45 1,299 -0,289 -0,090 18,25 17 35,3 -0,302 -0,392 46,08 144 Bronze
Georgia  4 Bachuki Dalakishvili 145 23 -0,989 10,37 -1,016 37 -0,747 12,45 -1,297 -4,049 -1,258 22,5 24 46,5 0,836 -0,422 45,78 145 Bronze
Kazakhstan  2 Turtemir Adilet 146 24 -0,910 20,705 -0,164 32,3 -1,086 23,45 -0,844 -3,003 -0,933 24,5 18,75 43,3 0,507 -0,426 45,74 146 Bronze
Mongolia  2 Bilguun Byambaa 147 32,5 -0,230 21,18 -0,125 56,95 0,692 67,75 0,981 1,318 0,410 19 10,75 29,8 -0,858 -0,449 45,51 147 Bronze
Luxembourg  1 Philippe Louis Leonardo Isacco Furlano 148 26 -0,750 26,02 0,274 47,95 0,043 45,1 0,048 -0,384 -0,119 18,75 16 34,8 -0,353 -0,472 45,28 148 Bronze
